filename,word_count,has_specific_data,has_unique_content,template_phrases_count,duplicate_conclusions,grade,notes
skin-conditions/pyoderma-gangrenosum-rapidly-enlarging-skin-ulcers.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/ringworm-tinea-corporis.html,374,N,N,2,N,FAIL,no_specific_data|generic_template
skin-conditions/rosacea-triggers-foods-weather-and-lifestyle-factors.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/rosacea-type-1.html,349,Y,Y,2,N,PASS,acceptable_content
skin-conditions/rosacea-type-2.html,357,N,Y,3,N,FAIL,no_specific_data
skin-conditions/rosacea-type-3.html,346,Y,Y,2,N,PASS,acceptable_content
skin-conditions/rosacea-type-4-ocular.html,351,Y,N,3,N,PASS,acceptable_content
skin-conditions/rosacea-vs-acne-how-to-tell-the-difference.html,716,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/scabies.html,352,Y,Y,2,N,PASS,acceptable_content
skin-conditions/scalp-psoriasis-beyond-dandruff.html,706,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/scleroderma-hardening-and-tightening-of-the-skin.html,685,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/seborrheic-dermatitis-flaky-skin-on-the-face-and-scalp.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/seborrheic-dermatitis.html,344,N,Y,1,N,FAIL,no_specific_data
skin-conditions/seborrheic-keratosis.html,313,N,Y,2,N,FAIL,no_specific_data
skin-conditions/solar-lentigines-age-spots-and-sun-damage.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/sporotrichosis-the-rose-gardeners-disease.html,688,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/staphylococcal-scalded-skin-syndrome-toxin-mediated-disease.html,727,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/stasis-dermatitis-eczema-from-poor-circulation.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/steroid-acne-corticosteroid-induced-breakouts.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/sweet-syndrome-acute-febrile-neutrophilic-dermatosis.html,699,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/systemic-lupus-erythematosus-the-butterfly-rash.html,721,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/tinea-capitis-fungal-scalp-infections-in-children.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/tinea-corporis-ringworm-of-the-body.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/tinea-cruris-jock-itch-prevention-and-treatment.html,709,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/tinea-pedis-athletes-foot-complete-guide.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/tinea-versicolor-multicolored-patches-on-the-skin.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/tropical-acne-heat-and-humidity-related-breakouts.html,708,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/urticaria-hives.html,336,N,N,0,N,FAIL,no_specific_data|generic_template
skin-conditions/venous-eczema-lower-leg-skin-changes.html,702,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/viral-exanthems-childhood-rashes-from-common-viruses.html,709,Y,N,12,Y,FAIL,generic_template|excessive_template(12)|dup_conclusions|generic_risk_factors
skin-conditions/vitiligo-autoimmune-depigmentation-of-the-skin.html,688,Y,N,7,Y,FAIL,generic_template|excessive_template(7)|dup_conclusions|generic_risk_factors
skin-conditions/vitiligo.html,380,N,Y,1,N,FAIL,no_specific_data
skin-conditions/warts-verruca-vulgaris.html,414,N,N,0,N,FAIL,no_specific_data|generic_template
